name,ruc,address,phone,email,contact_name,contact_phone,contact_email,created_by,created_at,updated_by,updated_at
CLINICA SALUD VIDA S.A.C,20602694101,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CEJEM CONTRATISTAS GENERALES S.A.C.,20600341562,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA TORRE VIALES SAC,20604231958,AV. RICARDO PALMA MZA. B LOTE. 03 INF CUSCO - LA CONVENCION - SANTA ANA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
Inversiones Estrella W y M S.A.C.,20505428669,"Calle 01 Mz. M Lt. 06 Interior 201, Asociación Virgen del Carmen. San Martín de Porres.",,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCCIONES Y PAVIMENTACIONES C & G S.A.C,20482015043,CAL.MANCO CAPAC NRO. 495 INT. 202 LIMA - LIMA - MIRAFLORES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MOTA ENGIL PERU S.A.,20100045517,AV. JAVIER PRADO 444 INT. 22 - 23 - SAN ISIDRO - LIMA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MULTISERVICIOS GENERALES DIGPROEL S.A.C.,20603235062,CAL.21 DE SETIEMBRE NRO. 410 P.J. FLORENCIA DE MORA - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ADECCO PERÚ S.A.,20382984537,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PROYECTOS METALICOS B Y C E.I.R.L,20601808821,CAL.LIBERTAD NRO. 571 SEC. STGO. DE CAO LA LIBERTAD - ASCOPE - SANTIAGO DE CAO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MAQUINAS Y MAS MAQUINAS E.I.R.L.,20601015821,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ROBERTO JESUS AYALA QUIñONES,10327374007,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MARIO AGUSTIN GUTIERREZ SOLANO,10188528932,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CENTURION INGENIERIA EQUIPOS Y NEGOCIOS PERU S.R.L - CIEN PERU S.R.L.,20601583705,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SEDISA S.A.C.,20261239923,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GRUPO ELCA S.A.C. INGENIERIA CONSULTORIA Y EJECUCION DE PROYECTOS - GRUPO ELCA S.A.C.,20559833135,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SOLUCIONES EN CONTROL INDUSTRIAL Y DE PROCESOS S.A.C. - SCIP S.A.C.,20482444912,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ASESORAMIENTO Y SERVICIOS PARA EL MEDIO AMBIENTE Y OTROS E.I.R.L.,20535791326,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
AUTOMATIZACION DIGITAL S.A.C.,20604648221,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS INDUSTRIALES MMJ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA- SERVICIOS INDUSTRIALES MM,20525511023,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ASOCIACION TARPUNA WIÑANA,20515730487,JR. CRANE NRO. 102 URB. JACARANDA (EDIF. CAMPO FE PISO7-3580 JAV PRADO ESTE) LIMA - LIMA - SAN BORJA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
AIVEPET INSPECCIONES PERU S.A.C,20604515433,Av. Javier Prado Oeste Nro. 1266 Dpto. 1104,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE SERVICIOS MULTIPLES CESAR O. EIRL,20481074780,JR. LOS RUBIES NRO. 422 URB. SANTA INES LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTECH S.R.L,20482432400,MZA. J LOTE. 12 INT. 502 URB. LA ARBOLEDA LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MCK INVERSIONES S.A.C.,20560041650,CAL.BUENOS AIRES NRO. 474 SEC. STGO DE CAO LA LIBERTAD - ASCOPE - SANTIAGO DE CAO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS Y PROYECTOS GENERALES JC S.A.C.,20482543732,LOTE. 14B1 FND. EX FUNDO LARREA (PASAJE LARREA - EX FUNDO LARREA) LA LIBERTAD - TRUJILLO - MOCHE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES Y SERVICIOS GENERALES JOSELITO S.A.C.,20132120821,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ADECCO CONSULTING S.A.,20503980216,AV. CIRCUNVALACION CLUB GOLF LOS INCAS NRO. 208 INT. 102B URB. CLUB GOLF LOS INCAS LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
HCT ELECTRO CLIMA S.A.C.,20605207848,MZA. A17 LOTE. 21 URB. MANUEL AREVALO II LA LIBERTAD - TRUJILLO - LA ESPERANZA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES VICTORIA & RUBY E.I.R.L.,20602464556,CAL.08 DE OCTUBRE NRO. 1906 P.J. FLORENCIA DE MORA (A UNA CUADRA DE LA IGLESIA SANTO TORIBIO) LA LIBERTAD - TRUJILLO - FLORENCIA DE MORA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES RODRIGO CARRANZA S.A.C.,20132062448,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSNOVA BARCELONA S.A.C.,20539731832,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTROL + S.A.C.,20601723175,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES Y NEGOCIOS MEDINA VELASQUEZ E.I.R.L.,20477293787,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES PRO3 S.A.C.,20510620195,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ENCOFRADOS NAVACERRADA E.I.R.L.,20604772291,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BECTEK CONTRATISTAS S.A.C.,20430578805,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES HEMY E.I.R.L.,20602102859,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
HUCOMI SERVICIOS GENERALES E.I.R.L.,20477585567,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JOSE ALEJO & K CONTRATISTAS S.A.C.,20603876661,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
"EMPRESA DE SEGURIDAD,VIGILANCIA Y CONTROL S.A.C - ESVICSAC",20100162076,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE GESTION Y CONTROL AMBIENTAL S.A.C.,20482211730,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTES JUANJO S.A.C,20491832674,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LUDEXCO S.A.C.,20538163041,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMERCIALIZADORA DE SERVICIOS EL KUNPA S.A.C. - EL KUNPA S.A.C.,20602957935,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
OCA CALIDAD MEDIO AMBIENTE Y SEGURIDAD DEL PERU S.A.C.,20602485332,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BELLCORP REPRESENTACIONES S.A.C.,20440320661,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SOLUCIONES DE INGENIERIA PAREDES E.I.R.L,20569293988,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CAJA MUNICIPAL DE AHORRO Y CREDITO DE TRUJILLO SA - CAJA TRUJILLO,20132243230,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CYMTEL S.A.C.,20497637431,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
OPTICAL TECHNOLOGIES SAC,20552504641,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EL SAUCO COMEDORES Y HOSPEDAJE S.A.C,20559835189,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
REPRESENTACIONES Y SERVICIOS METALICOS L&S E.I.R.L.,20446227859,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LIPOCENTER WOMAN S.R.L.,20600591984,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTES CAIPO SOCIEDAD DE RESPONSABILIDAD LIMITADA,20481468648,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PREMEZCLADOS KEN S.A.C.,20600574401,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
Sociedad Anonima Cerrada,SHARK 1 SEGURITY S.A.C.,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO JM S.A.C.,20454713061,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
J&J SERVICIOS GENERALES Y ESTRUCTURAS METALICAS,10414239558,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FABRINOR ACEROS D & E E.I.R.L,20603354363,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FABRINORT EIRL,20481625255,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RELUX REPRESENTACIONES E.I.R.L.,20481622582,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
G&A TECNOLOGIAS S.A.C.,20603720131,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ELENA ISABEL LAVADO CALIPUY,10486026796,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LEONEL JEFFERSON SANCHEZ JIMENEZ,10726703774,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
JOSE ANTONIO TORRES LOPEZ,10320392743,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
VIETTEL PERU S.A.C.,20543254798,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES Y SERVICIOS CAVIR E.I.R.L.,20539784871,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LLOVERA SALDAÑA DARIO,10179222294,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
POLLERIA SUSY,10400095111,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COOPERATIVA AHORRO Y CREDITO N.S. ROSARI,20146796347,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MULTISERVICIOS EL KUMPA S.A.C.,20604616515,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ZV SERVICIOS GENERALES CORPORATIVOS S.A.C. - SERGECOR S.A.C.,20559757447,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PIELES INDUSTRIALES S.A.C.,20354310555,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS DE TRANSPORTE SIN DIOS NADA SOY S.A.C.,20477705562,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
22NVMNSVMNVMNSV,20440155015,JR. WASHINGTON NRO. 1308 DPTO. 802 CERCADO DE LIMA LIMA - LIMA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
NEW VIVADIS CO S.A.C,20604476497,CAR.PANAMERICANA NORTE KM. 639 FND. SECTOR LA ARENITA LA LIBERTAD - ASCOPE - PAIJAN,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PUNTO ROJO SOLUCIONES INTEGRALES SAC,20507865951,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA NUEVO AMANECER DE CURAUBAMBA S.A.,20539877888,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
B TIME S.A.C.,20603802137,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LAVANDERIA YURAX S.A.C.,20552085737,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
YURAX MASTER SERVICE S.A.C.,20546548393,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BASS KITCHEN SOCIEDAD ANONIMA CERRADA,20555195363,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMPAÑIA COMERCIALIZADORA Y REPRESENTACIONES S.A.,20354286581,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EXPLOMIN DEL PERU S.A.,20501523837,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONFIPETROL ANDINA S.A.,20357259976,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES E INVERSIONES RAMOS EIRL,20481937907,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CORPORACION PANASERVICE SAC,20166018022,JR. PIZARRO NRO. 125 INT. B CERCAD0 LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA PERUANA DE SUPERALIMENTOS S.A.C.,20606095792,AV. DE LA ROCA DE VERGALLO NRO. 270 URB. SAN FELIPE LIMA - LIMA - MAGDALENA DEL MAR,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CUEROS JEANPIER S.A.C.,20605499539,MZA. C1 LOTE. 9 URB. PIT PARQUE INDUSTRIAL LA LIBERTAD - TRUJILLO - LA ESPERANZA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RODRIGUEZ VERDE RICHARD RUBEN,10429818449,CALLE CALLAO NRO. S/N INTERIOR 892 C. BAR. LA INTENDENCIA (MERCADO UNION PUESTO 892C) LA LIBERTAD TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BOCANEGRA MEDRANO MIRELIA,10181685391,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
P&G GROUP S.A.C.,20482628487,CAL.GUILLERMO MARCONI NRO. 622 URB. PAY PAY LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PROFESIONALES EN MANTENIMIENTO S.R.L. - PROMANT S.R.L.,20160267861,CAL.LA MALAGUEÑA - ANTES CALLE 47 NRO. 120 URB. JAVIER PRADO IV ETAPA LIMA - LIMA - SAN LUIS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
NOR PIEL S.R.L.,20398045573,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GREEN PERU S.A,20397680038,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTES DISA,10194198723,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO FERRETERO G.G.A. E.I.R.L.,20604433712,CAL.FRANCISCO SOLANO NRO. 560 DPTO. 201 URB. SAN ANDRES II ETAPA LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTES VALDERRAMA S.R.L.,20274375753,CAL.SIN NOMBRE MZA. U LOTE. 2 S. RUSTICA EL BOSQUE (A 2 LOTES AL COSTADO DEL BUNGALO MIAMI) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES VILLALFA S.A.C.,20477267271,CAÑA FISTULA NRO. S/N CAS. VIJUS LA LIBERTAD - PATAZ - PATAZ,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CORTE SUPERIOR DE JUSTICIA DE LA LIBERTAD,20477550429,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INDUSTRIAL ARPIEL S.A.C.,20482382976,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
TRANSPORTES E INVERSIONES ZAVALETA S.A.C. - TRANINZ S.A.C.,20600062876,AV. MONITOR HUASCAR NRO. 533 (SAN ANTONIO CUADRA 21 CON EL PJE HUASCAR) LORETO - MAYNAS - IQUITOS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
GRUPO CORPORATIVO AVA PROYECTOS S.A.C.,20604406367,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ENERGIGAS S.A.C,20506151547,AV. SANTO TORIBIO NRO. 173 URB. EL ROSARIO LIMA - LIMA - SAN ISIDRO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO ZEUS,20606052635,AV. LOS ANGELES NRO. 390 INT. 604 (PISO 6) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
FRESNILLO PERU S.A.C.,20523473353,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA J&J CESAR SAC,20482746251,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BIOPER CONSULTING S.A.C,20600101111,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COFAL CONTRATISTAS GENERALES S.A.C.,20440456210,CAL.CALLE 9 MZA. B LOTE. 9 A.H. WICHANZAO IV SECTOR B (HOSPITAL DE ALTA COMPLEJIDAD) LA LIBERTAD - TRUJILLO - LA ESPERANZA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PROTEK PERU GROUP S.A.C.,20539987551,AV. SINCHI ROCA NRO. 1170 URB. PALERMO LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA MALAGA HNOS. S.A.,20102297581,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CHEMTRADE S.A.C.,20506453047,CAL.AMADOR MERINO REYNA NRO. 281 INT. 801 URB. JARDIN (EX CALLE LOS ROSALES) LIMA - LIMA - SAN ISIDRO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERVICIOS GENERALES ERLON S.A.C.,20510070187,JR. ICA NRO. 133 (A 1/2 CDRA DE RESTAURANT RIOJANO) PIURA - MORROPON - CHULUCANAS,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
LEYVA RAMIREZ HENRY WILMER,10181380298,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
OTOYA ING S.A.C.,20602782043,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CASTILLO JARA FLORA,10066017457,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONTRERAS RIOS FRANCISCO JAVIER,10194197158,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
HURTADO VERDE SINFORONIO TITO,10081150791,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PESQUERA EXALMAR S.A.A.,20380336384,AV. VICTOR ANDRES BELAUNDE NRO. 214 DPTO. 201 RES. CENTRO EMPRESARIAL UMAYUQ (ESQUINA CON CALLE LOS PINOS SAN ISIDRO) LIMA,977201849,,CARLOS MORALES,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
A & C PROYECTOS METAL MECANICA S.A.C.,20605223231,CAL.AYACUCHO NRO. 243 PTO.RAZURI LA LIBERTAD - ASCOPE - RAZURI,992331617,,GUTIERREZ MESTANZA JOSE RUBEN,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MORALES CASTILLO ROBER,100747371108,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MORALES CASTILLO ESTHER MAGALY,1080469857,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
COMERCIALIZADORA LOS GEMELOS SAC.,20559722732,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSORCIO DEL NORTE,20605184767,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ROSANDINA SAC,20440382003,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CONSTRUCTORA JOSHUA SAC,20546412572,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CUEVA MIGUEL MARUJA,10194202844,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SERMEIND FABRICACIONES INDUSTRIALES S.A.C.,20540001384,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
SOLUCIONES DE INGENIERIA PAREDES E.I.R.L.,20569293988,MZA. G LOTE. 17 A.H. PARCELA 3 Z. CENTRO SUR B (FRENTE A LOS NVOS TERRENOS DE UNS) ANCASH - SANTA - NUEVO CHIMBOTE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
NORTH CAROLAY MINING SOCIEDAD ANONIMA - NORTH CAROLAY MINING S.A.,20603830602,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CENTURION MIGUEL MELANIA,10194211134,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
OPERACIONES SEPROCAL S.A.C.,20508009977,AV. LOS JAZMINES MZA. R LOTE. 4 URB. SAN FRANCISCO DE ASIS (A ESPALDAS DEL COLEGIO ALPAMAYO) LIMA - LIMA - ATE,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MINERA TAURO S.A.C.,20502765206,AV. AVIACION NRO. 2490 DPTO. 301 URB. SAN BORJA LIMA - LIMA - SAN BORJA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA DE TRANSPORTES E INVERSIONES ELKY S.A.C.,20481996237,JR. BALTAZAR GAVILAN NRO. 653 URB. SANTO DOMINGUITO ET. 1 LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INSPECTORATE SERVICES PERU S.A.C.,20385739771,AV. ELMER FAUCETT NRO. 444 (AL COSTADO DE FESEPSA) PROV. CONST. DEL CALLAO - PROV. CONST. DEL CALLAO - CALLAO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALBINCO VILLALOBOS MAYRA RICEL,10181708595,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RODRIGUEZ VILLALOBOS LUIS DEMETRIO,10422301513,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RODRIGUEZ SANCHEZ KARLA SONIA,10402072500,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ALVARADO VELA YULI ERIKA,10741468137,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES Y SERVICIOS ALICEL S.A.C.,20477305386,MZA. I LOTE. 21 URB. INGENIERIA II LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA TRASPOTE VALDERRAMA,20274375753,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ONIX DEL NORTE SOCIEDAD ANONIMA CERRADA - ONIX DEL NORTE S.A.C.,20551306713,JR. LOS LAURELES NRO. 124 INT. 203B URB. VALLE HERMOSO RESIDENCIAL LIMA - LIMA - SANTIAGO DE SURCO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
CMAC PIURA S.A.C.,20113604248,JR. AYACUCHO NRO. 353 CENTRO CIVICO (PALACIO MUNICIPAL) PIURA - PIURA - PIURA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PEREZ QUISPE CLARISA FELICITA,10205448158,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
RESET SOFTWARE S.A.C.,20601196817,AV. LARCO NRO. 834 URB. VISTA ALEGRE LA LIBERTAD - TRUJILLO - VICTOR LARCO HERRERA,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
ANAYA CONTRATISTAS GENERALES S.A.C.,20482537091,MZA. J LOTE. 03 ASC. APROVISAR (PARADERO LAS VAQUITAS) LIMA - LIMA - SAN MARTIN DE PORRES,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
PREDYCON PERU S.A.C.,20605737456,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
BORIVAL S.A.C.,20481774170,,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
MENDOZA LEON ANTHONY LUIS,10448313889,ALFONSO UGARTE 504,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
EMPRESA CONSTRUCTORA M.Y.E S.A.C.,20600695151,PJ. LOS ROSALES NRO. 113 URB. SANTA LUCIA (A 1 CDRA DE IGLESIA SAN ESTEBAN) LA LIBERTAD - TRUJILLO - TRUJILLO,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
INVERSIONES L&A PERU EIRL,20605630775,CAL.30 MZA. A11 LOTE. 06 A.H. BAHIA BLANCA AMPL. PANAMERICANA NORTE (KM 39 -POSTA DE SALUD) LIMA - LIMA - ANCON,,,,,,1,2025-05-14 23:50:55.754198,1,2025-05-14 23:50:55.755187
